method,sample_percent,fold,seed,benchmark,score,sampled_ids
entropy,0.47,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2)]"
entropy,0.47,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5)]"
entropy,0.58,0,42,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(7), np.int64(0), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10)]"
entropy,0.58,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(14), np.int64(5), np.int64(3), np.int64(29), np.int64(18)]"
entropy,0.58,1,43,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10)]"
entropy,0.58,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(8), np.int64(26), np.int64(17), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(3), np.int64(5), np.int64(29), np.int64(6), np.int64(18)]"
entropy,0.58,2,44,aime24,accuracy,"[np.int64(9), np.int64(12), np.int64(24), np.int64(7), np.int64(19), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(22), np.int64(23), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10)]"
entropy,0.58,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(8), np.int64(17), np.int64(24), np.int64(27), np.int64(20), np.int64(11), np.int64(1), np.int64(23), np.int64(6), np.int64(3), np.int64(5), np.int64(19)]"
entropy,0.58,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10)]"
entropy,0.58,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5), np.int64(29), np.int64(6), np.int64(18)]"
entropy,0.68,0,42,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(7), np.int64(0), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14)]"
entropy,0.68,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(14), np.int64(5), np.int64(3), np.int64(29), np.int64(18), np.int64(6), np.int64(2), np.int64(23)]"
entropy,0.68,1,43,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14)]"
entropy,0.68,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(8), np.int64(26), np.int64(17), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(3), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(23), np.int64(2), np.int64(14)]"
entropy,0.68,2,44,aime24,accuracy,"[np.int64(9), np.int64(12), np.int64(24), np.int64(7), np.int64(19), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(22), np.int64(23), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14)]"
entropy,0.68,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(8), np.int64(17), np.int64(24), np.int64(27), np.int64(20), np.int64(11), np.int64(1), np.int64(23), np.int64(6), np.int64(3), np.int64(5), np.int64(19), np.int64(29), np.int64(18), np.int64(2)]"
entropy,0.68,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14)]"
entropy,0.68,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(19), np.int64(23), np.int64(2)]"
entropy,0.79,0,42,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(7), np.int64(0), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17)]"
entropy,0.79,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(14), np.int64(5), np.int64(3), np.int64(29), np.int64(18), np.int64(6), np.int64(2), np.int64(23), np.int64(4), np.int64(16), np.int64(19)]"
entropy,0.79,1,43,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17)]"
entropy,0.79,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(8), np.int64(26), np.int64(17), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(3), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(23), np.int64(2), np.int64(14), np.int64(19), np.int64(4), np.int64(15)]"
entropy,0.79,2,44,aime24,accuracy,"[np.int64(9), np.int64(12), np.int64(24), np.int64(7), np.int64(19), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(22), np.int64(23), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17)]"
entropy,0.79,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(8), np.int64(17), np.int64(24), np.int64(27), np.int64(20), np.int64(11), np.int64(1), np.int64(23), np.int64(6), np.int64(3), np.int64(5), np.int64(19), np.int64(29), np.int64(18), np.int64(2), np.int64(4), np.int64(16), np.int64(14)]"
entropy,0.79,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17)]"
entropy,0.79,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(19), np.int64(23), np.int64(2), np.int64(14), np.int64(10), np.int64(4)]"
entropy,0.89,0,42,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(7), np.int64(0), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21)]"
entropy,0.89,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(14), np.int64(5), np.int64(3), np.int64(29), np.int64(18), np.int64(6), np.int64(2), np.int64(23), np.int64(4), np.int64(16), np.int64(19), np.int64(15), np.int64(10), np.int64(22)]"
entropy,0.89,1,43,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21)]"
entropy,0.89,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(8), np.int64(26), np.int64(17), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(3), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(23), np.int64(2), np.int64(14), np.int64(19), np.int64(4), np.int64(15), np.int64(16), np.int64(10), np.int64(22)]"
entropy,0.89,2,44,aime24,accuracy,"[np.int64(9), np.int64(12), np.int64(24), np.int64(7), np.int64(19), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(22), np.int64(23), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21)]"
entropy,0.89,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(8), np.int64(17), np.int64(24), np.int64(27), np.int64(20), np.int64(11), np.int64(1), np.int64(23), np.int64(6), np.int64(3), np.int64(5), np.int64(19), np.int64(29), np.int64(18), np.int64(2), np.int64(4), np.int64(16), np.int64(14), np.int64(10), np.int64(15), np.int64(21)]"
entropy,0.89,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21)]"
entropy,0.89,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(19), np.int64(23), np.int64(2), np.int64(14), np.int64(10), np.int64(4), np.int64(15), np.int64(16), np.int64(22)]"
entropy,1.0,0,42,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(7), np.int64(0), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29)]"
entropy,1.0,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(14), np.int64(5), np.int64(3), np.int64(29), np.int64(18), np.int64(6), np.int64(2), np.int64(23), np.int64(4), np.int64(16), np.int64(19), np.int64(15), np.int64(10), np.int64(22), np.int64(21), np.int64(13), np.int64(28), np.int64(25)]"
entropy,1.0,1,43,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29)]"
entropy,1.0,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(8), np.int64(26), np.int64(17), np.int64(24), np.int64(20), np.int64(11), np.int64(27), np.int64(1), np.int64(3), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(23), np.int64(2), np.int64(14), np.int64(19), np.int64(4), np.int64(15), np.int64(16), np.int64(10), np.int64(22), np.int64(21), np.int64(28), np.int64(13), np.int64(25)]"
entropy,1.0,2,44,aime24,accuracy,"[np.int64(9), np.int64(12), np.int64(24), np.int64(7), np.int64(19), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(22), np.int64(23), np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29)]"
entropy,1.0,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(26), np.int64(8), np.int64(17), np.int64(24), np.int64(27), np.int64(20), np.int64(11), np.int64(1), np.int64(23), np.int64(6), np.int64(3), np.int64(5), np.int64(19), np.int64(29), np.int64(18), np.int64(2), np.int64(4), np.int64(16), np.int64(14), np.int64(10), np.int64(15), np.int64(21), np.int64(22), np.int64(28), np.int64(13), np.int64(25)]"
entropy,1.0,3,45,aime24,accuracy,"[np.int64(24), np.int64(9), np.int64(12), np.int64(0), np.int64(7), np.int64(19), np.int64(22), np.int64(26), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(23), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29)]"
entropy,1.0,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(7), np.int64(11), np.int64(26), np.int64(17), np.int64(8), np.int64(24), np.int64(3), np.int64(20), np.int64(27), np.int64(1), np.int64(5), np.int64(29), np.int64(6), np.int64(18), np.int64(19), np.int64(23), np.int64(2), np.int64(14), np.int64(10), np.int64(4), np.int64(15), np.int64(16), np.int64(22), np.int64(21), np.int64(13), np.int64(28), np.int64(25)]"
